Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
755,681C3C89,,40,0,40,40,0,40,0,0,0,0,0.323866
756,7E62FD1B,,0,7,7,0,7,7,7,0.288056,0.353271,0,0
757,7BBDD26D,,2,0,2,2,0,2,0,0,0,0,0.005554
758,7E48C84B,,1,0,1,1,0,1,0,0,0,0,0.002777
759,78DD597D,,1,0,1,1,0,1,0,0,0,0,0.002777
760,7A730712,,15,0,15,15,0,15,0,0,0,0,0.419671
761,7E25BD71,,2,10,12,2,10,12,8,0.287257,0.370999,74.604762,0.005554
762,794E443B,,3,0,3,3,0,3,0,0,0,0,0.008331
763,786ED4B0,,0,1,1,0,1,1,2,0.666667,0.75,0,0
764,76778072,,0,4,4,0,4,4,2,0.833333,0.9,0,0
765,7E2E62FD,,0,1,1,0,1,1,6,0.254658,0.286585,0,0
766,77ACBECC,,1,4,5,1,4,5,8,0.225389,0.278667,30.185714,0.002777
767,80DF9F84,,2,2,4,2,2,4,6,0.297143,0.353526,92.5,0.005554
768,7AC5CFF9,,0,1,1,0,1,1,9,0.220736,0.287223,0,0
769,76CBDDB3,,0,1,1,0,1,1,4,0.413793,0.472222,0,0
770,7DEB9D30,,2,0,2,2,0,2,0,0,0,0,0.006802
771,76651213,,0,8,8,0,8,8,3,0.592593,0.71875,0,0
772,76B7B17B,,0,1,1,0,1,1,1,1,1,0,0
773,7BB82D3F,,1,0,1,1,0,1,0,0,0,0,0.002777
774,7E40896A,,1,0,1,1,0,1,0,0,0,0,0.002777
775,7A7B6E32,,1,1,2,1,1,2,1,1,1,1,0.002777
776,7D44BA64,,0,4,4,0,4,4,4,0.472222,0.568627,0,0
777,7FDBC34E,,2,2,4,2,2,4,5,0.354839,0.468182,23.81978,0.017793
778,751E9341,,4,2,6,4,2,6,9,0.190647,0.249993,28.517857,0.134979
779,5E5A9FB6,,0,2,2,0,2,2,4,0.36,0.472222,0,0
780,7DE09359,,3,0,3,3,0,3,0,0,0,0,0.008331
781,7DB5A020,,2,0,2,2,0,2,0,0,0,0,0.102278
782,587C8E86,,1,1,2,1,1,2,1,1,1,0,0.002777
783,7E6F15D7,,2,0,2,2,0,2,0,0,0,0,0.006802
784,802EBB8B,,0,2,2,0,2,2,7,0.248485,0.299419,0,0
785,7FD79625,,0,2,2,0,2,2,1,1,1,0,0
786,7EA864E1,,5,3,8,5,3,8,3,0.625,0.766667,22,0.023178
787,812716CD,,1,2,3,1,2,3,3,0.421053,0.520833,3.166667,0.002777
788,6B6E4433,,2,2,4,2,2,4,1,1,1,6,0.006802
789,80DCD5E4,,1,1,2,1,1,2,1,1,1,1,0.002777
790,5CF74645,,0,1,1,0,1,1,1,1,1,0,0
791,762D0754,,4,1,5,4,1,5,3,0.444444,0.541667,92.85,0.054988
792,7E693B69,,6,2,8,6,2,8,5,0.357143,0.419333,320,0.022569
793,79008829,,1,3,4,1,3,4,3,0.466667,0.52381,14.5,0.002777
794,803D11F1,,6,1,7,6,1,7,2,0.666667,0.75,5.916667,0.052768
795,7EDA1403,,3,10,13,3,10,13,4,0.6,0.718254,64.528604,0.012403
796,7AF172F1,,0,3,3,0,3,3,1,1,1,0,0
797,7EE298BF,,1,1,2,1,1,2,1,1,1,2,0.004025
798,7EC9B3A7,,1,0,1,1,0,1,0,0,0,0,0.004025
799,5E0A4E55,,0,1,1,0,1,1,3,0.5,0.566667,0,0
800,7576EA13,,1,0,1,1,0,1,0,0,0,0,0.006522
801,7DE20A7F,,0,5,5,0,5,5,4,0.461538,0.578704,0,0
802,8020877C,,4,6,10,4,6,10,6,0.318421,0.375758,45.604762,0.015408
803,58BE89B7,,0,1,1,0,1,1,1,1,1,0,0
804,7ED9B1B6,,0,11,11,0,11,11,7,0.279891,0.368863,0,0
805,5C699948,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
806,7F914038,,2,0,2,2,0,2,0,0,0,0,0.005554
807,7EF53785,,3,15,18,3,15,18,6,0.355392,0.431379,214.809524,0.008331
808,63E5534E,,0,4,4,0,4,4,6,0.31829,0.363682,0,0
809,5979EFEB,,0,1,1,0,1,1,5,0.287234,0.325926,0,0
810,7FA0E6FA,,1,0,1,1,0,1,0,0,0,0,0.004025
811,7E66E187,,1,0,1,1,0,1,0,0,0,0,0.002777
812,7CF1D0CA,,3,4,7,3,4,7,4,0.444444,0.533333,44.4,0.013324
813,5C10069D,,1,0,1,1,0,1,0,0,0,0,0.002777
814,8258F065,,0,4,4,0,4,4,4,0.395349,0.514706,0,0
815,77B80498,,1,14,15,1,14,15,6,0.380682,0.493284,55.333333,0.002777
816,763D04B0,,2,0,2,2,0,2,0,0,0,0,0.005554
817,79E7D2E8,,6,6,12,6,6,12,4,0.433333,0.538462,140.333333,0.020684
818,7E4409FC,,7,2,9,7,2,9,7,0.258824,0.325812,564.333333,0.095438
819,8041E4C7,,1,1,2,1,1,2,1,1,1,0,0.002777
820,7F99051C,,0,2,2,0,2,2,6,0.30829,0.35112,0,0
821,801CD5CE,,1,2,3,1,2,3,1,1,1,2,0.002777
822,5A6206AE,,0,1,1,0,1,1,2,0.666667,0.75,0,0
823,7ED7FCDE,,0,1,1,0,1,1,1,1,1,0,0
824,741EB60C,,2,0,2,2,0,2,0,0,0,0,0.005554
825,775EC279,,1,2,3,1,2,3,2,0.666667,0.75,2,0.002777
826,769710E3,,1,0,1,1,0,1,0,0,0,0,0.002777
827,7825C242,,2,0,2,2,0,2,0,0,0,0,0.006802
828,7E14A0F0,,0,2,2,0,2,2,3,0.5,0.583333,0,0
829,7FE5E94B,,0,1,1,0,1,1,2,0.666667,0.75,0,0
830,71C49801,,8,0,8,8,0,8,0,0,0,0,0.028457
831,04CB446B,,2,0,2,2,0,2,0,0,0,0,0.010547
832,7F72C8F2,,5,0,5,5,0,5,0,0,0,0,0.026645
833,76559787,,1,1,2,1,1,2,1,1,1,0,0.002777
834,7A0805EE,,1,0,1,1,0,1,0,0,0,0,0.002777
835,7EAA7CF7,,0,2,2,0,2,2,4,0.433333,0.512821,0,0
836,804C9AC9,,0,3,3,0,3,3,2,0.8,0.875,0,0
837,7E2327DC,,0,5,5,0,5,5,7,0.247012,0.291763,0,0
838,7D56F281,,0,2,2,0,2,2,6,0.308725,0.362319,0,0
839,5E86932D,,1,1,2,1,1,2,1,1,1,1,0.002777
840,7B9B8F2B,,2,3,5,2,3,5,7,0.240777,0.271601,8,0.005554
841,779EA918,,0,2,2,0,2,2,1,1,1,0,0
842,68A2FE7B,,3,2,5,3,2,5,7,0.255814,0.32987,160,0.010828
843,7F186EEE,,0,2,2,0,2,2,3,0.428571,0.518519,0,0
844,7C279D19,,1,0,1,1,0,1,0,0,0,0,0.002777
845,798FB404,,2,0,2,2,0,2,0,0,0,0,0.012016
846,8126095A,,0,7,7,0,7,7,2,0.818182,0.888889,0,0
847,7F02D7C1,,1,0,1,1,0,1,0,0,0,0,0.002777
848,7687233E,,1,3,4,1,3,4,3,0.5,0.6,2,0.002777
849,8169165B,,0,2,2,0,2,2,2,0.75,0.833333,0,0
850,82434E1D,,0,3,3,0,3,3,3,0.470588,0.541667,0,0
851,7DFA1216,,2,3,5,2,3,5,5,0.333333,0.389167,42,0.005554
852,797BAB7F,,0,2,2,0,2,2,1,1,1,0,0
853,80F19D28,,0,8,8,0,8,8,5,0.389831,0.485145,0,0
854,7DD417FD,,1,3,4,1,3,4,2,0.666667,0.75,6,0.002777
855,7EC80C0C,,1,4,5,1,4,5,2,0.7,0.785714,7,0.002777
856,7978691D,,2,1,3,2,1,3,4,0.36,0.435185,8,0.006802
857,76936D58,,6,11,17,6,11,17,4,0.49,0.569728,793.15,0.032376
858,5974D6E2,,0,1,1,0,1,1,9,0.190299,0.240515,0,0
859,8012F935,,1,1,2,1,1,2,2,0.571429,0.625,0,0.004025
860,5E70D352,,1,2,3,1,2,3,2,0.625,0.7,0,0.002777
861,7BC09C66,,1,0,1,1,0,1,0,0,0,0,0.002777
862,7CBD3130,,0,2,2,0,2,2,4,0.368421,0.511905,0,0
863,7FB50C17,,0,3,3,0,3,3,5,0.377778,0.479412,0,0
864,804BA374,,1,2,3,1,2,3,4,0.461538,0.597222,6,0.002777
865,7F888558,,0,1,1,0,1,1,5,0.268657,0.317593,0,0
866,755A79A7,,0,1,1,0,1,1,1,1,1,0,0
867,796DBCF6,,3,5,8,3,5,8,3,0.529412,0.611111,46.833333,0.008331
868,781ACC93,,1,1,2,1,1,2,2,0.666667,0.75,4,0.004025
869,6F869887,,0,2,2,0,2,2,3,0.545455,0.638889,0,0
870,7DD13DF4,,5,4,9,5,4,9,2,0.833333,0.9,21.666667,0.020404
871,025C803C,,5,0,5,5,0,5,0,0,0,0,0.015133
872,05BC8416,,0,3,3,0,3,3,3,0.5,0.642857,0,0
873,7ED181D4,,0,3,3,0,3,3,4,0.457143,0.536458,0,0
874,77F2621C,,1,0,1,1,0,1,0,0,0,0,0.002777
875,7B368C93,,0,4,4,0,4,4,3,0.456522,0.531746,0,0
876,7BF954FD,,2,3,5,2,3,5,7,0.262887,0.32619,52,0.005554
877,809CBCBE,,0,2,2,0,2,2,2,0.666667,0.75,0,0
878,7ABF46D7,,0,1,1,0,1,1,1,1,1,0,0
879,5FDC48EB,,3,1,4,3,1,4,3,0.444444,0.541667,12,0.008331
880,7FB052BB,,1,0,1,1,0,1,0,0,0,0,0.002777
881,810149DD,,0,1,1,0,1,1,6,0.306701,0.345518,0,0
882,76F0FC07,,0,1,1,0,1,1,9,0.188462,0.233074,0,0
883,58E2F822,,0,1,1,0,1,1,4,0.342857,0.395833,0,0
884,7C55587A,,0,4,4,0,4,4,3,0.555556,0.666667,0,0
885,5BE9F8D7,,4,1,5,4,1,5,6,0.269663,0.311806,96,0.012356
886,7940DD7F,,0,2,2,0,2,2,2,0.75,0.833333,0,0
887,755D5E8E,,5,0,5,5,0,5,0,0,0,0,0.018185
888,7E9D27B5,,0,1,1,0,1,1,2,0.545455,0.583333,0,0
889,7E0C7757,,0,2,2,0,2,2,2,0.625,0.7,0,0
890,8043E958,,0,1,1,0,1,1,4,0.375,0.427778,0,0
891,7F763AA3,,0,2,2,0,2,2,4,0.346939,0.411765,0,0
892,80EB1B4A,,2,1,3,2,1,3,1,1,1,0,0.005554
893,7E6FB345,,1,3,4,1,3,4,1,1,1,3,0.002777
894,7E027EAC,,1,1,2,1,1,2,7,0.253472,0.277299,0,0.005551
895,6B6BDC45,,4,1,5,4,1,5,3,0.444444,0.541667,8,0.011108
896,7860A3D0,,58,0,58,58,0,58,0,0,0,0,0.652964
897,689143AC,,0,7,7,0,7,7,7,0.275439,0.326767,0,0
898,7AA167D7,,1,0,1,1,0,1,0,0,0,0,0.002777
899,7E0D2016,,1,0,1,1,0,1,0,0,0,0,0.002777
900,7FCBFAD2,,0,3,3,0,3,3,3,0.5,0.583333,0,0
901,7F3AEE4A,,1,0,1,1,0,1,0,0,0,0,0.002777
902,807589F1,,2,2,4,2,2,4,1,1,1,4,0.005554
903,790D68A2,,1,1,2,1,1,2,1,1,1,0,0.002777
904,7D02C56E,,0,2,2,0,2,2,2,0.625,0.7,0,0
905,7819D682,,2,0,2,2,0,2,0,0,0,0,0.005554
906,7F488721,,1,1,2,1,1,2,3,0.4375,0.5,4,0.002777
907,80F5CBEE,,0,1,1,0,1,1,1,1,1,0,0
908,8033839E,,14,8,22,14,8,22,3,0.684211,0.794872,1276.071429,0.135229
909,777BA0CF,,0,2,2,0,2,2,4,0.433333,0.512821,0,0
910,7E8023E0,,0,2,2,0,2,2,7,0.25,0.278339,0,0
911,803799AB,,0,1,1,0,1,1,4,0.419355,0.474359,0,0
912,7B599A6F,,23,1,24,23,1,24,2,0.6,0.666667,534.838095,0.345881
913,79126429,,1,1,2,1,1,2,1,1,1,1,0.002777
914,2657FAE4,,0,1,1,0,1,1,1,1,1,0,0
915,7B3F1CBC,,0,1,1,0,1,1,1,1,1,0,0
916,7D2ADB51,,2,2,4,2,2,4,1,1,1,3.5,0.010547
917,80C3323A,,0,1,1,0,1,1,2,0.571429,0.625,0,0
918,761D4908,,0,2,2,0,2,2,3,0.48,0.541667,0,0
919,788A5978,,1,0,1,1,0,1,0,0,0,0,0.002777
920,8010DAF0,,2,1,3,2,1,3,2,0.6,0.666667,3,0.022199
921,7C309282,,0,1,1,0,1,1,1,1,1,0,0
922,7FFD99CA,,0,2,2,0,2,2,4,0.433333,0.512821,0,0
923,80293175,,0,3,3,0,3,3,3,0.5,0.642857,0,0
924,7957C884,,0,1,1,0,1,1,2,0.571429,0.625,0,0
925,096AEEA7,,1,3,4,1,3,4,2,0.714286,0.8,0,0.02887
926,7C00D8FE,,0,10,10,0,10,10,6,0.322296,0.38847,0,0
927,722D1719,,0,1,1,0,1,1,4,0.4,0.520833,0,0
928,5EE0B4D3,,0,2,2,0,2,2,1,1,1,0,0
929,7985E091,,0,2,2,0,2,2,6,0.281407,0.322917,0,0
930,7A766BFF,,3,0,3,3,0,3,0,0,0,0,0.111813
931,59D8E069,,6,1,7,6,1,7,2,0.666667,0.75,9,0.09833
932,0301A3F5,,0,1,1,0,1,1,1,1,1,0,0
933,7C193FDB,,2,1,3,2,1,3,9,0.1875,0.238186,57.5,0.005554
934,0C266AF7,,1,0,1,1,0,1,0,0,0,0,0.002777
935,42D404CB,,0,2,2,0,2,2,1,1,1,0,0
936,78F52477,,1,1,2,1,1,2,1,1,1,1,0.002777
937,6280BE62,,0,5,5,0,5,5,5,0.359551,0.447396,0,0
938,7EA63066,,0,1,1,0,1,1,1,1,1,0,0
939,5F6DDD01,,9,2,11,9,2,11,6,0.30829,0.35112,888.046429,0.042715
940,0E909DDA,,0,1,1,0,1,1,1,1,1,0,0
941,7C693E27,,0,1,1,0,1,1,1,1,1,0,0
942,80D0DD2E,,0,7,7,0,7,7,6,0.36478,0.446264,0,0
943,80410DD5,,0,3,3,0,3,3,3,0.625,0.766667,0,0
944,589EEA28,,0,3,3,0,3,3,4,0.388889,0.494048,0,0
945,8122707C,,2,0,2,2,0,2,0,0,0,0,0.005554
946,5F6A1E50,,1,1,2,1,1,2,5,0.346154,0.442593,8,0.002777
947,80C10E4E,,11,0,11,11,0,11,0,0,0,0,0.038037
948,7ED0FB52,,2,0,2,2,0,2,0,0,0,0,0.009894
949,8071133E,,0,1,1,0,1,1,1,1,1,0,0
950,7ED9E3E7,,12,2,14,12,2,14,6,0.32337,0.367507,2416.327381,0.066196
951,80B2EBAC,,0,2,2,0,2,2,2,0.666667,0.75,0,0
952,7750DA47,,0,3,3,0,3,3,1,1,1,0,0
953,79800D4E,,1,0,1,1,0,1,0,0,0,0,0.002777
954,83794961,,0,1,1,0,1,1,5,0.302419,0.331333,0,0
955,5A71ECF9,,0,1,1,0,1,1,3,0.5,0.566667,0,0
956,05351BAE,,9,0,9,9,0,9,0,0,0,0,0.094048
957,816573A6,,0,2,2,0,2,2,3,0.5,0.574074,0,0
958,7745FCE6,,0,1,1,0,1,1,3,0.4375,0.5,0,0
959,0ACBCA8D,,3,0,3,3,0,3,0,0,0,0,0.047775
960,7E3EF7BF,,0,1,1,0,1,1,1,1,1,0,0
961,7ECC7E83,,0,1,1,0,1,1,1,1,1,0,0
962,5EEE044E,,0,3,3,0,3,3,6,0.298077,0.374194,0,0
963,802DA681,,1,5,6,1,5,6,5,0.386364,0.470098,7.333333,0.002777
964,5C93D1E1,,2,0,2,2,0,2,0,0,0,0,0.005554
965,810D6CE8,,1,0,1,1,0,1,0,0,0,0,0.002777
966,7D2BFC66,,11,0,11,11,0,11,0,0,0,0,0.12323
967,80951F84,,0,1,1,0,1,1,1,1,1,0,0
968,76CAC348,,0,2,2,0,2,2,2,0.666667,0.75,0,0
969,80075029,,0,2,2,0,2,2,3,0.538462,0.619048,0,0
970,80652F23,,0,4,4,0,4,4,5,0.327586,0.452632,0,0
971,78AC8492,,0,1,1,0,1,1,1,1,1,0,0
972,5F113539,,0,1,1,0,1,1,1,1,1,0,0
973,80DC1B7C,,10,0,10,10,0,10,0,0,0,0,0.107974
974,801D527C,,1,5,6,1,5,6,6,0.264706,0.330688,49.338095,0.002777
975,7C19C4DC,,0,4,4,0,4,4,7,0.264423,0.349437,0,0
976,7D482764,,0,2,2,0,2,2,2,0.625,0.7,0,0
977,7A8EB39B,,0,1,1,0,1,1,1,1,1,0,0
978,5E961408,,1,0,1,1,0,1,0,0,0,0,0.005829
979,80C6D5CD,,1,1,2,1,1,2,1,1,1,1,0.002777
980,80BD6587,,1,0,1,1,0,1,0,0,0,0,0.002777
981,7678CA74,,0,11,11,0,11,11,5,0.491525,0.633333,0,0
982,7B52BDB6,,0,1,1,0,1,1,3,0.4375,0.5,0,0
983,5AF5B15C,,0,1,1,0,1,1,6,0.297521,0.334722,0,0
984,7C1B2AFC,,0,1,1,0,1,1,1,1,1,0,0
985,5D259943,,1,0,1,1,0,1,0,0,0,0,0.022008
986,0B831FB1,,0,1,1,0,1,1,1,1,1,0,0
987,7DC9656D,,1,1,2,1,1,2,5,0.270833,0.328205,12,0.004025
988,82A7DAA9,,0,1,1,0,1,1,8,0.206478,0.236228,0,0
989,7DB77B74,,2,1,3,2,1,3,1,1,1,3.5,0.00708
990,7D98E761,,0,4,4,0,4,4,9,0.195652,0.281783,0,0
991,7B3E6E6C,,0,1,1,0,1,1,4,0.357143,0.466667,0,0
992,5A14EA51,,1,2,3,1,2,3,2,0.666667,0.75,0,0.002777
993,05E27C97,,2,0,2,2,0,2,0,0,0,0,0.011102
994,30D08B0D,,0,2,2,0,2,2,2,0.75,0.833333,0,0
995,7EF55ED4,,8,3,11,8,3,11,6,0.324138,0.391844,913.409524,0.087008
996,7FB3A0E9,,1,0,1,1,0,1,0,0,0,0,0.002777
997,59AD3A84,,1,0,1,1,0,1,0,0,0,0,0.002777
998,80961A94,,0,1,1,0,1,1,2,0.666667,0.75,0,0
999,5BDC6C42,,1,0,1,1,0,1,0,0,0,0,0.002777
1000,5D65B33D,,2,4,6,2,4,6,6,0.313924,0.364516,159.978762,0.011102
1001,7F56DF38,,0,1,1,0,1,1,6,0.238411,0.270833,0,0
1002,7646A737,,0,1,1,0,1,1,1,1,1,0,0
1003,7FD667D8,,0,3,3,0,3,3,5,0.333333,0.421014,0,0
1004,7D07E189,,2,0,2,2,0,2,0,0,0,0,0.006802
1005,7A9B2DC7,,5,1,6,5,1,6,2,0.6,0.666667,11,0.035753
1006,7FCB0364,,0,4,4,0,4,4,8,0.235043,0.318139,0,0
1007,7C54B5EC,,2,1,3,2,1,3,1,1,1,0.5,0.011698
1008,76E59B48,,1,8,9,1,8,9,6,0.321337,0.386267,83.416667,0.002777
1009,75163AAC,,1,0,1,1,0,1,0,0,0,0,0.002777
1010,817A3A7B,,1,0,1,1,0,1,0,0,0,0,0.002777
1011,7F32709E,,1,2,3,1,2,3,2,0.75,0.833333,3,0.002777
1012,773A6170,,0,3,3,0,3,3,3,0.545455,0.694444,0,0
1013,77600605,,1,0,1,1,0,1,0,0,0,0,0.002777
1014,7F2566BC,,1,1,2,1,1,2,1,1,1,0,0.004025
1015,812CD2E4,,0,1,1,0,1,1,1,1,1,0,0
1016,800264B6,,8,3,11,8,3,11,6,0.310256,0.356336,712.416667,0.026874
1017,5F4361E2,,1,4,5,1,4,5,3,0.5,0.570175,44,0.004303
1018,63E82B62,,0,1,1,0,1,1,3,0.458333,0.5,0,0
1019,7B1A914F,,0,1,1,0,1,1,1,1,1,0,0
1020,7D231FF7,,0,7,7,0,7,7,6,0.342246,0.400651,0,0
1021,7DB6AFFD,,5,0,5,5,0,5,0,0,0,0,0.017907
1022,7F324CBD,,1,0,1,1,0,1,0,0,0,0,0.002777
1023,75B2E3D2,,0,1,1,0,1,1,1,1,1,0,0
1024,814D1F1C,,6,3,9,6,3,9,1,1,1,30.5,0.020962
1025,81062D9B,,2,2,4,2,2,4,8,0.226087,0.288416,0.5,0.005554
1026,8052FE3E,,0,2,2,0,2,2,5,0.294737,0.35,0,0
1027,7F021873,,0,2,2,0,2,2,3,0.5,0.583333,0,0
1028,79803E68,,2,0,2,2,0,2,0,0,0,0,0.00708
1029,7C97177D,,0,1,1,0,1,1,1,1,1,0,0
1030,80F62678,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1031,7574A72A,,0,3,3,0,3,3,5,0.297872,0.367857,0,0
1032,7DA5FE7E,,1,0,1,1,0,1,0,0,0,0,0.027524
1033,805E3AD4,,1,0,1,1,0,1,0,0,0,0,0.002777
1034,7D1310CD,,2,1,3,2,1,3,2,0.666667,0.75,6,0.008051
1035,81663ABD,,0,4,4,0,4,4,3,0.636364,0.761905,0,0
1036,7585F201,,0,3,3,0,3,3,2,0.8,0.875,0,0
1037,80C3AB29,,1,0,1,1,0,1,0,0,0,0,0.002777
1038,7B46345B,,0,1,1,0,1,1,1,1,1,0,0
1039,8003BB71,,0,1,1,0,1,1,1,1,1,0,0
1040,7F635D05,,0,3,3,0,3,3,2,0.8,0.875,0,0
1041,7A12A061,,0,8,8,0,8,8,2,0.75,0.833333,0,0
1042,7ECD73E8,,0,3,3,0,3,3,9,0.236486,0.330334,0,0
1043,7BA7FBD3,,0,1,1,0,1,1,1,1,1,0,0
1044,08B330C2,,0,10,10,0,10,10,6,0.325581,0.446131,0,0
1045,768F7EB9,,4,2,6,4,2,6,5,0.318966,0.368919,220.4,0.014853
1046,68FCD9B9,,1,0,1,1,0,1,0,0,0,0,0.002777
1047,02F5CD91,,2,0,2,2,0,2,0,0,0,0,0.008409
1048,7BB76B90,,7,2,9,7,2,9,1,1,1,17.333333,0.043316
1049,7DB19007,,0,2,2,0,2,2,2,0.666667,0.75,0,0
1050,80393B69,,0,2,2,0,2,2,6,0.278351,0.337037,0,0
1051,811F4ED3,,1,0,1,1,0,1,0,0,0,0,0.002777
1052,7D149AEC,,0,1,1,0,1,1,2,0.555556,0.6,0,0
1053,7C1F0846,,0,1,1,0,1,1,5,0.287234,0.325926,0,0
1054,7728EE1D,,0,3,3,0,3,3,3,0.5,0.583333,0,0
1055,04BD0309,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1056,7C783CD7,,0,1,1,0,1,1,2,0.666667,0.75,0,0
1057,7FC419E2,,0,1,1,0,1,1,1,1,1,0,0
1058,7ECC0699,,3,0,3,3,0,3,0,0,0,0,0.008331
1059,7DB9BF00,,1,4,5,1,4,5,3,0.588235,0.683333,10,0.002777
1060,7EDA8A19,,0,3,3,0,3,3,4,0.411765,0.511905,0,0
1061,779B08D3,,0,3,3,0,3,3,3,0.5,0.6,0,0
1062,81687C30,,1,1,2,1,1,2,3,0.416667,0.5,5,0.002777
1063,7CEED575,,0,3,3,0,3,3,1,1,1,0,0
1064,7E65412F,,0,2,2,0,2,2,1,1,1,0,0
1065,5EE5D797,,1,0,1,1,0,1,0,0,0,0,0.002777
1066,8087A2F9,,0,7,7,0,7,7,5,0.421687,0.520952,0,0
1067,7F88A417,,0,1,1,0,1,1,2,0.6,0.666667,0,0
1068,7FA34A24,,1,0,1,1,0,1,0,0,0,0,0.002777
1069,7F3E6AB8,,2,1,3,2,1,3,1,1,1,1,0.008051
1070,7C361BDB,,0,3,3,0,3,3,2,0.666667,0.75,0,0
1071,7FDA9E5F,,1,1,2,1,1,2,1,1,1,1,0.002777
1072,7ED1DDF9,,1,0,1,1,0,1,0,0,0,0,0.002777
1073,7EF9B6C5,,0,1,1,0,1,1,2,0.6,0.666667,0,0
1074,615FC26A,,1,6,7,1,6,7,6,0.328358,0.384091,28.261473,0.00458
1075,7E53D2F5,,1,0,1,1,0,1,0,0,0,0,0.004025
1076,7774BDFD,,0,2,2,0,2,2,2,0.666667,0.75,0,0
1077,7B4322CB,,0,2,2,0,2,2,4,0.383333,0.438406,0,0
1078,77ADA1E0,,0,1,1,0,1,1,1,1,1,0,0
1079,8092F763,,1,0,1,1,0,1,0,0,0,0,0.004025
1080,78E01269,,1,0,1,1,0,1,0,0,0,0,0.004025
1081,09882841,,1,0,1,1,0,1,0,0,0,0,0.002777
1082,7A876D97,,0,2,2,0,2,2,3,0.466667,0.571429,0,0
1083,7B77FC3D,,0,7,7,0,7,7,2,0.888889,0.9375,0,0
1084,80601349,,0,3,3,0,3,3,6,0.330935,0.402174,0,0
1085,7F3E0583,,0,3,3,0,3,3,5,0.356589,0.406522,0,0
1086,7A71B039,,5,2,7,5,2,7,3,0.5,0.633333,323.983333,0.087821
1087,7AA79541,,2,1,3,2,1,3,8,0.211268,0.254762,73,0.006802
1088,800B66EA,,2,1,3,2,1,3,1,1,1,1.746125,0.058956
1089,5CAA6BA6,,0,2,2,0,2,2,2,0.75,0.833333,0,0
1090,58D0ADE3,,0,3,3,0,3,3,4,0.454545,0.544444,0,0
1091,7FCBE424,,2,1,3,2,1,3,1,1,1,1.5,0.006802
1092,5E8D7A67,,0,1,1,0,1,1,4,0.351852,0.394737,0,0
1093,7EABCD1B,,0,2,2,0,2,2,1,1,1,0,0
1094,7EB16982,,0,1,1,0,1,1,8,0.211268,0.254762,0,0
1095,5F84E9CA,,0,2,2,0,2,2,3,0.478261,0.545455,0,0
1096,595DA3D3,,0,1,1,0,1,1,1,1,1,0,0
1097,796B0E15,,0,1,1,0,1,1,1,1,1,0,0
1098,802E1746,,0,1,1,0,1,1,2,0.571429,0.625,0,0
1099,7F09DF82,,0,1,1,0,1,1,1,1,1,0,0
1100,59501B78,,2,0,2,2,0,2,0,0,0,0,0.006802
1101,7E756E2B,,1,4,5,1,4,5,4,0.47619,0.633333,2.666667,0.002777
1102,7A5EF539,,1,2,3,1,2,3,1,1,1,4,0.004303
1103,802311B3,,1,0,1,1,0,1,0,0,0,0,0.002777
1104,7D457A8B,,7,7,14,7,7,14,2,0.684211,0.769231,66.083333,0.021935
1105,7D0E393A,,12,0,12,12,0,12,0,0,0,0,0.162012
1106,7FC20300,,1,0,1,1,0,1,0,0,0,0,0.002777
1107,7E90964F,,0,1,1,0,1,1,3,0.5,0.611111,0,0
1108,75B5F394,,0,1,1,0,1,1,1,1,1,0,0
1109,6291BA75,,2,0,2,2,0,2,0,0,0,0,0.013852
1110,7F579808,,1,1,2,1,1,2,5,0.287234,0.325926,0,0.002777
1111,7F2B2C71,,1,0,1,1,0,1,0,0,0,0,0.002777
1112,5B2E6F1B,,9,0,9,9,0,9,0,0,0,0,0.332063
1113,815419D2,,1,0,1,1,0,1,0,0,0,0,0.002777
1114,7478D14E,,0,6,6,0,6,6,9,0.220395,0.31627,0,0
1115,7FBA2952,,1,3,4,1,3,4,5,0.370968,0.464493,23,0.002777
1116,7E721AED,,1,2,3,1,2,3,1,1,1,1,0.002777
1117,775D1E55,,0,1,1,0,1,1,1,1,1,0,0
1118,8158B9A4,,2,0,2,2,0,2,0,0,0,0,0.006802
1119,7A9296B5,,0,1,1,0,1,1,1,1,1,0,0
1120,813BFF82,,0,3,3,0,3,3,5,0.324786,0.382456,0,0
1121,7D978D27,,1,0,1,1,0,1,0,0,0,0,0.002777
1122,7F8CD74E,,0,2,2,0,2,2,5,0.28,0.352381,0,0
1123,7EDB03B9,,0,1,1,0,1,1,1,1,1,0,0
1124,7EE39034,,1,5,6,1,5,6,9,0.205323,0.3074,54,0.002777
1125,7FB287C6,,2,3,5,2,3,5,6,0.314149,0.359669,59.278193,0.009854
1126,59DD9C55,,2,0,2,2,0,2,0,0,0,0,0.005554
1127,59BE9F78,,0,1,1,0,1,1,1,1,1,0,0
1128,7C2B2778,,1,0,1,1,0,1,0,0,0,0,0.002777
1129,7F9DACE7,,0,1,1,0,1,1,7,0.217082,0.234602,0,0
1130,7604C4DE,,1,1,2,1,1,2,1,1,1,0,0.008864
