7FAB472E	7A257281 76F8E2F7 7E82D131 77271972
80D65E75	7E33C14A 5C6704CF 7F13738D
8074117A	7C7DFF2D 7C65AE47 7E266225 80A3EAD9 7D078956 7967EC8B 76F8073F 7FBC303E 78182C30
80E5EBA0	7C444300 5D695F2C 7FEA87A6 803B4B2B 80731BE4 803F378D 7743880D 76F734CE
7E77D043	7A2ED717 6D3DB9AD 83007F7F 7F908037 5C93D1E1 6049E046 85F73F7B
7FAEBE52	79C490A1 81563FE8 7C381EF6 8123FCFB 800D8AAC 7E819534 7FC2536E 7687736D 7FD2CA56
022F5F91	80763659 7FFADF4F 73F57E6F 761CAD69 78C4BD70 7DB1C2E5 5CCFF8E3 80E4B0EA 7B6463ED 79B3C142
807D1416	7EDE16F7 80E525A1 7A55C1CE 76A16F28 7DB33CBE 75C4C816 7D1E1976 7E8CD5A2 58CBFCE5 053F3500 00C25D59 79B3C142 7FAB53A8 7FA111E2 7ED5651C 804B0E5E 02839040 80E3DBC9 7752DA1C
80356F73	7EF67B89 7DB861CE 757B9B6E 77EDD4AB 790069D5 81078B55 7E279712 7C0752BA 7A4D8EDC
811722EF	1256DEAD 788A99C6 09382FC8 7EF0DFEC 8119BC8A 7C2B37DD 85970E77 7F612DD6 7F66F563 770D13CB 807E3A72 753089CD 79790CCC 694DED9A
0BADBCD8	0C614559 7F788F6D 7196F8E7 795A3549 022C0AF6 09461CCC 03203A48 0C033B28 09C88B9E 750B73C8 6148192F 85C92521 02879141 233CC0D1 5CA990A6 79ACADCF 7F8C0EB3 195A5BD5 5E3D08E6 75C786C0 5943BDB9 040CBB19 0A60D20C 80D15E62 0799737B 0B545CA0 0C4A0C3F 21E0347A 7DD1820D
7D2CA003	7EC69307 758297ED 7E7ABE10 7E1EAB88 7BA1DBF3 81726E2D 76A97834 7E4F2FED 6EE4737C
7D160F75	805841C0 752F9875 7D297726 7CA95542 79C62B5C 7C150E7E
7FCDCF4D	7CAD9D7F 79A3A1E3 75C3C7CD 7E8D61A4 7AF6B04C 8155BCB1 7B8EB82E 78B9BACF 7BF375AD 7EA5FA4A 7B205A19 7DD0BC81 7702F1F1 7C8743A4 76931054 76E11876 77C5FB6F 80076F09 7EADA449 76988ACD 75BDAC80 5B28BA3C
81602BEC	7CEB6FC7 849B097D
7DDC1922	7D41D193 7EE29F8A 784C1661 767D0C0E 761ABC99
81B12C06	7ED46F57 6C92BAD5 7B1072DE 79E29975 755BA24D 7E7ABE10 7EE0AE0C 7F5DB71D 6B4F643B 62169811 7DB43A4B 7F630F69 7F3ADB0E
809AD3A0	771D9B9E 7E414E27 5E8EA1AD 7809DD9C 80F030B2 7D91F9FA 80DF2ADA 7B0C1A45 7BEEAFA0 5C0ADD1E 7A5D1B4D 77C45A15 7D5D19B0
7F4B069D	71B20C15 7BD8C65F 77567D4B 78FA10A4 809B8106 810C5F83 797293E2 805E778B 80A7D88E 802A3FBC 800A3B52 807448FC 7F3C23F7 7C7D28C1 5F1802A8 805B0220 7CA71CE1 77B8FBA7 7D5EE9B2 80DF7C8B 7E998141 7F612DD6 5FCD1110 7E744E50 7DBA75B5 7A2EE69D 7E5F72E0 7CA002A7 80741D83 69C570D7 7C2A462D 7F3187EB 813EEC6A 7A145138 79F888B0
60543BF2	7549F003 7B68074D 7C7F6699 76D67DB6 7912EB36 7AA32B37 78405C7E 78C7AEDB 79AD3589 79E97724 7F97E83A 802CDBFE 798DEBE6 7BEB9F24 80110F69 7A54ED14 758BE65E 7CBB6266 76B2D60E 76E18A5C 062537CE 788C5E09 767A5A5B 7AA61A61 03960789 76229EC5 7982E806 7CF7034C 801BBEE4 76899091 7C71B551 7D427D2E 6106A3C7 013D4DCD 776675FB 77C9E53C 074AF13C 75EA8C5E 02DC2487 76119088 7687DE38 7705B181 79380623 78305AB0 7C3C6875 7C8743A4 7EF422C6 7F8CFD52 0279D8B4 767E52C0 7BF1431B 02EACB95 78840866 79348000 7A467214 7B46F421 7C6343A9 785978C4 7BD82914 7D7E6FB5 77FD6F3B 781C09ED 783D7919 7569D210 7FC834BC 751CBC49 77B184B7 7C0EFDDE 7B1574B7 7AB2DBC1 7B91EF93 780EDA04 7902E139 769978B6 76B65B0D 7C509053 7EA884C7 777A8565 809E2087 7910C789 758CC5CB 76A25BF2 7824E733 7BB3A83B 7CAAF532 802C58EE 77F7974B 7A86C8B0 7AE57604 10EC8B7F 7BB70278 7FD364EF 808AD8B8 61C220E0 795EB0AA 796290E0 775E7F0C 79B2001A 774F6C6C 7B36D894 79145F6A 792117CD 3C9CBDA2 760690A7 77BB7D10 78C5A61E 5D44726D 7E10FACB 79BAF543 7AB39FDF 794F8ACE 7B7F06F3 7C4DE254 7E13591E 8107C72C 81265E3D 77F6BBD4 79708259
7F483385	804483B7 5A44CF5B
7ED46B1A	79A88765 60571CA4 5ED0864E 6B4F643B 7EFA2555 7CFC0A54 7FD2CC6C 7A3B1AA5 76F1786D 7F612DD6 727C30D7 7E236FFD 5F3B77E4 75ACA252 7EE0AE0C 7FB73ABF 7917F8A7 811B629D
80BBAC4C	7DD33339 7ECC3EF1
7FE78A66	70D3FB5D 81559C15 69BD2578 5E03B1CE 810D7834 7D866D2F 00A3BF6B 59A9ECC3 8074DFA2 7D7274E9 786013A1 0604DB02 81759D2E 05ABEA8E 0C17B25E 6570DC1C
7DE45D00	0911A08E 0C4EBCE8 79958DBB 7923B2FF 7FD27857
7E8F4273	113A2FBF 7AE7FEDE 7F509430 7DCED664 76483FF3 7776AD91 59B504B1 5A6115C8
7F90BF60	8103D77D 0B01E025 8085D7C6 08A2BF76 7E97DC91 01F1E68E 0723ECD5 7DCFFEEA 0449D473
7DBF8C27	5ED5BE97 7CE1370C 7D2B81B1 634D60C8 7B0C68D1 75EBD266 62AD0D51
80F9E085	80A5EE52 5D12BD74 5E8EA1AD 0433F166 8061239D 70A03203 0B6EA95A 0C3E324E
7DE42454	801F4D80 7EE0AE0C 60E3D43E 7CF76851 7D725A0A 776AEB7D 77373A8E
7F85442A	00599700 5C90F9A8 80A4E0C9 7DD156BE 5B18CC63
7D22EBA0	00E5E558 7EE37E4E 7D9DD5AC 750253DA 7D8C3254 77FA8D7F 7E11E3FB 7F2F9558 7EA6DC54 813FCC85
80B46A92	7B092EC7 7ECA4E1F 7553DDCF 5D0981A2
7D51ED1C	7ECEA0B0 5FC10FA3 59F4511B 7D657A08 5E7CB954 5903E0D6
77A22689	6F4F7E8E 75D2FD18 113A2FBF 8178C236 7AB1AA33 638D6E25
8014DAF3	797E9735 7A5C16E3 7640B7B9 7F3BE991 07C9C2D5
7EFB2B8A	74B205FB 809149DA 7CEBA4B0 7E7ABE10 7DE4159E
7E07C8C9	7EC7BCA8 5A25D666 750A936A 5FDD64D7
81343F45	5D098C52 7FB67BC0 77A2FA08 7DAE0FEF 80506B3B 808BB19B
7FF87163	77BB52AF 80585F4C 750BF8EF 7A61221C 7EF877BC 5CFBEC12 8086F5BD 769D3465 791F2916 7D83E401 7E254CE7 8094BD6F 7FAEF559 099B7687 813A3A1E 00F96A05 80E6E991
7A09E6F4	02F31BD4 5D12BD74 5C0C84D3 5E3827CC 7F22C203 757A0614 7C37FFDB 76065C34 00BACD21 7F244000 757500DB 78875DFA 7F381B24 683F958C 80A114CD 7B9D0277 7906CC63 5AB1EDF3 78F69844 7B5FEB41 78F03D43 770A038F 7A1B130B 7BDD6BD8 804DB304 812E07BA 7C3D9F39
80428AC1	5F09ECDE 7E5E96FF 800D9974 80540FA1 7C2CB970 77220F98 820C9B90 7E13DB78 80D2D6DB 7E7CDADF 8001646D 0A9FBC03 7DCEA0CA 7E34D108 76D4F11F 7F5ACFD6 757FC305 7F0747E0 7F601EE2 80E8402D 59B726AF 7711EAB5 80F296F7 613B0E36 5AEEBC5E 7A70C78D 764547E6 7D0294A1 7FC40EF4 011D55B2 7F0A4B8A 806D64DE 7CD7C42E 7D40AD43 5D0517F2 75673E2C 783BD512 7A353F0A
7FEF0B9E	5CFBEC12 7D0D0E67 054BF885 5DCC1646
7BCADF86	7F34BD80 7FFCC2A3 78FD3DC9 6008EBFC 783FE003 7F06484E
7EDE5DA9	8079E57D 5F8C8BBF 7DC3DB54 7DD438F4 80175DB2 7EAD9BB7 788DBB8B 7E48A752 7D6C209F 85962DD0 5EEE3B2A
7E15135A	7D1AFA5A 5D21CA02 801A62E6 5E3E342E 7B34E46B 7D9F5AE8 7AC56360 7CF76851
7FEB5612	75678906 5B7766B9 01B9CA19 073FA7C9 7F22605F 77C8AAFD
815C0961	7D3A3E2B 7ED40A66 5DCAC8D5 7E5BC0FF 812C1F05 7F612DD6 7FB73ABF 050F2D15
7DB8736C	7F84FA65 7D95A909 7FD01F89 800F29A1 7F8F443C 7EB62103 7D87DACB 7EE37E4E 86224917 7EA32DE8 6CEC3102 807D3E87
7F2EB9AF	7751D0BE 7262B87F 58638CF4
7C5B4898	068DA667 07DACACC 5E4C123D 735F4363 7FD6AB1D 7B862777 01D76E25
7C426B2A	7FC8A437 81481A0E 79E4C8E8 7BA42516 7FF6A790 7D3A3E2B 7D6BBB28
7E2E259F	7B75461E 08B3B676 7E53A5F5 0A416D5C
75F7DC3B	01547CD5 0B09C29E 0958D85B 47D9DCA5 79F0C276 5995B9A5 053FE4EF 60F93914 80A356FE 6CFB3274 7BE657E1 80C6597F 8157E835 08CE22DB 794CE74C 081288EC 7BA712F2 7F74F001 811D7312 7E996680 768C1A29 77CD9286 083BD3B9 8068EAC0 5F9F73F9 842B5503 7F8F24F1 7D484BD1 5DC14825 75B38315 75A10E8E 7CEF0271 808E181A 5C90556B 7E36CBCC 7F93EBAF 7E5FD7AE 5FD1AB05 70128864 7A276091
7F4A6E92	5A11C13B 76C6E128 80FEDCB3 6FC5C275 81825AC2 0215E770 7F321C50 75097769 8089A099 7DC2778C 7F8E5B82 7DCE517F
7D7812E8	5C33B621 7F0E9F1C 7BF02AA9 72418112
7FA0D615	7D6BDB54 158E84F4 78D5349C 7BB9A00D 7523A946 76E40E51 79C4ABF4 7AA1E29A 7BC6E982 804967C9 76AA3B98 7ABC40C7 81797164 781FA62A 7941288D 811CFBE2 75B715FD 7D805EC2 75918DDA 7B91BEC8 7B367030 7E0F9CC1 772A024B 7AAF768E 7ECD6913
76C1B9CF	7C7DFF2D 7F766BBF 70185E10 7FBC303E
7EA5FF47	80CD0E24 58E1E37F 817A782C
7FE48ECB	5E4DA78D 756913E8 7D484BE7 81039BC9 08EFD1AC
7E066287	7E4AF604 7DA4436A 8032E727 7C637066 7E99242C 7FE38D1D 59651A6F 7E9B11AA 80BC18C4 7CFDD07C 7E0CAC81 74042318 8166FB41 77C78C84 7BA242C5 7DDE7A50 80F41DBA 80FD7414 814D60BD 7D600E04 805FE42D 8118A037 7E7EA272 7E70B15D 782D6E54 7E2C660D 7FBF2CD0 5EB90036 7ED9286B 5B35C59F 7E08DF11 7F92099F 7E0AABC9 85925390 7DC2209D 7D755137 7E7A5930 7F74F001 6E7F313C 77C79E05 7C8A9B73 71F083B5 813A0C75 8103185B 5E164A6E 735EA3FE 7FA8A837 5866B5D3 7CE3A440 7FF81939 78EE9B1A 5B83826C 751E4233 8025CA04 8131E6BE 7DBE1D7B 7FEA4856 5935D1C8 5F5F0981 76119088 7F3FEC83 7A7A8434 7D2E0FF6 7EA8EA26 80DCC6A8 7BA712F2 7D225606 7E7D13CF
75F1DDEA	7570D786
7BE73975	7702F1F1 7FA7BB8F 7D82EDDA 7E05D72B 7BD1F876 7F66A0B2 69B676D5 7C8743A4 7A923C35 7B49C3E2 805EEF53
7E5876E4	58724D00 776F2DE6 8179F6E3 79B178EC 76F02AD1 810C058D
7F2E6605	7E1B9796 808D32ED 62EEB92B 7919CE91 5ED717FF
80B62D0A	7D8B583E 7E22E39D 817A782C 095A72A0 7DFE8825 7A2ACB56 8015D1E6
7DE444AE	7C1A3DBF 6EFB50EE 75A8C9F2 78329261 7A8E1AFC 7E09476E 7BEEA3B3 7EA696EA 7F612DD6 85962DD0 2534071F 7F1A4B45 7C7E0554 7DC4FD1F 7BD56097 8074308F 7BB9CEF4 7F4BB2FB 802FA06C 694DED9A 7A579676 7CA002A7 7CEBE227 6EE21457 7AD7AC7A 7DF78594 7F182AC7 807E8A38 756BC056 763BC555 7F776343 76D37304 792766CE 77ECFC6C 7AE0ED85 801CA585 70269276 7CE1ACC3 7D64C255 7FACF28F 0B37145F 753D3F55 7709F444 7C82E380 76E01420 77A7A2D4 77363437 7E0D1DB0 7EF0DFEC 7FD2CA56 76DC705D 5B8502AA 5A926C12 6D9B4FBF 79AC8B23 7A068650 7DA4FE23 757C1073 7910DB52 854C0BDD 79C1A08D 7ED613CB 03B2F4B0 78E761B9 7F066AF8 7776B72E 75831EED 785A9388 78D8B846 0ACAB407 76531153 7AB452B7 7CC7BD33 73746B34 7C2B37DD 7B5DAFBF 7C7BA85D 774C6923 76A781BA 7A8BDA88 77BE4197 780C9300 75B96511 7A32D343
7F0EC1F7	7B5FEB41 59A8E33E 7D667F82 79AAEF16 5E2A6B68 79B3C142
76523389	78151469 7D827E6A 7822E50D 7B74B3EA 77298C50 7BACA645 75A80F34 5A45BEE5 754CEA1C
7FBF1FB6	7B294E48 7CF8A6FC
7DE47BF4	7F3359EA
8094ECFB	0AA8E18A 5F5851A1 792D469B 022DA19C 8030711D 7F63D44D 06604BC7 5E75EFF7 06600A2E 7E39551D 7FFAF0C8 7D820935 03E50269 812FF7DF 5CE57977 7F9BD234 8018611C 09B06BA1 7E49058B
7D69BF26	7F612DD6 7DD156BE
8098B73A	5DCC1646 7E887070
7D4955F7	7D948CB6 7FC56929 7EEF8F9A 75A9B5D5 7D4D6F4F 80F7F114 597E50E4
7CFA088C	755B7CDD 77E106D2 78D8E6BE 08961559 7BAE6AC7 78C82FE7 7A46C2B5 052593A2 77CF3DC6 7CA4EFD4 8061F6A6 801D2BDF 8044F40A 0E2C36CB 778F8014 78E21762 76FE5346 0088D68F 012D9A75 002DF347 7DB6E572 78883EED
7925E145	7876825A 7EAFF34E 7B54FFAA 7DF44AD0 7C35A43A 76DCFB43 7C3475E5 7DAEF32D 77CEA5AC 7CDBF729 7956E0FB 7F039FBF 7D87CDEF 75E91F12 7AA3F004 7AE0CE42 80EA2FF6 8165CAFC 81233F1D 77B728D9 7E781DB6 092855EB 7D8B2ACC 7DD573E4 7E40D813 7FB57212 751F2982 7ABDFBF5 5B4DF91E 7F7D9125 4ADCA616 7EF443F0 78C5F5BA 7C18B173 7829BBB8 5A8CEE88 76D99557 77CCE63D 7D008E15 7F157A12 807B62FA 7E343270 7FE5C03E 815072D6 7BD73669 7EE0F14E 760C0A5D 79F6BA27
7F5CD3E8	79A6F7A3 7F6864D1 7F41F826 751D3DB1 80621D34 62FA2C7B 113A2FBF 7F303D2B
8082626D	0C33D16C 7D588485 0703595A 0860040A 6DE9AA58 81328E35 0068DDCE
585C346C	7D8DAFF2
7D85BCF9	099EE7D5 7D6A78B0 774C822D 7E5E361D 7FD3061E 816169B6 5A23E675 26993B4D
814C466F	7D06F095 77C4459B 7FA25AAF 0BE4C356
7BD5A32B	6C6474AF 760587ED 597D3C7D 07E8A1E7 5ED61CB7 802C543C 5BD3A1D6 054C5725 053BEAC9 801016C7
7E78D52E	78DF112F 7F4DEBCB 7606C4F9 7E6CE257 81634D1D 7E081F28
80E66189	7BD54131 806C002A 7F3D794A 768A3CF2 79C99905 7D4C04AA 7EADF088 7F511F3D 7AE70556 7A582776 7C44E879 73EDFAF3 771B09D3 7F5C5214 7C807241 7FF3960D 78593173 8009F7F6 77617C64 775D9313 776DFA61 7ED3F35B 015AF9AF 75FABCB8 7F0BAD14 80A66103 7820792E 7947254E 802CDBFE 0A3C0E7F 5A435331 7CE70DF8 0232F5D4 7BD981CE 7868435B 7AE9899E 8085DDB6 79F7BA2F 81077135 792DB1F3 7F9D618E 022E2FF7 78736919 7814AEC9 759CF4D2 752FE420 764BF72B 7859C268 7D54BDF9 7F570812 8174A3CD 761F794B 7A8E2A59 76179C06 79462981 76FEB662 7B525006 7DCDAC82 7B46F421
7F25F0A2	782D9885 755BA24D 75BCB67C 7E699059 07A3C5AB 7D5B4C69 7F59B8D4 7E7ABE10 7B7474CA 75AEC1E9 5B6CBB0A
791B8763	77FD6F3B 7C0472F0 800DD077 5E895583 7FD364EF 7546E7E7 78C007E1 802CDBFE 750F41F3 7D9DCEC8 783D7919 75C57E55 258A62C6 7F7E960C 77A701CF 77125148 80E080D2 7968983B 75FC5B8E 7654AC63 7814AEC9 76CD65C5 7868435B 7A997786
7F025DB5	771472F7 7F1EAF57 608DB156 7D4A68ED 767318CF 75E3DBFD
639EAB17	6B65742F 785DBDBD 75A75476 7C987191 7CB3FE86 75D0553A
7F4FA727	80E46CD4 7EE14A1A 7E071B06
8168A4B1	5E7E464B 05400595 809D0577
7D6E389E	5B9C9F0A 5DDF82E5 0AA9CBAA 7CF61BB7
7E86B477	80952D97 5D6F3AAE
7E5CEE0E	5B83826C 7F016B97 77595433 7EDCEF5C 0DEA733B 0982212D 80343F37 7EC8E722 7E0FEE81
8135AFF2	7B87DE74 7C5BD5F9 7926A05C
7FEA744E	02730EFB 61199E7E 7D96F8B2 75176E98 763EE6FF 7D8DA9FF 7E1811ED
7EC6A964	7DCED664 80C84B33 5DFF0D58 089F381B 808A827C 7D48AE6A 80B682D2
7E5F96E1	7E7BACC6 75B38869 7BCFEF9B 80EC3EE9
80A87FFC	80A753FB 804FDA20 7EC2D89D 7E57B7B6 81E8FAB3 8000315F
7DBC3322	7EEE095E 5ED40C06 7D11979A 7DDFAA77 79CC4005 70E202F6 78A500E5 838A16F9 70890969 77CB6861 7F7D2731 812CE449 73C32C30 73CAAD2C 77435019 803CDB5B 77B6A3F8 7D0E044F 78752BF5 8097B953 7B44F2EC 79F76B36 80968BF0 7A01BD22 790F9869 7889E287 7F7F2519 064B704D 8132B70C 6EF4749B 6F445BB9 7DEE36C2 5AF082BB 7DC916FA 7CEC7BC4 7EFF7C53 7F5F6746 80DA3687 80B6F594 7BE78D67 5DEC0553 7C5A5F5E 59509225 7F4BE6C2 76D143BD
7D8AEF45	78CE72F8 7B42CFA5 7C94F063 7D805EC2 809138D8 78981632 7B1642EE 60CBA698 7C2938BE 77371CBF 7DB8AA3E 777A2D35 7AB76945 7B6C513B 75B715FD 7AAF768E 7FA0D615 80F5278B 7AC318F9 7C47E1CF 77E5F05E 79A448C5 7AEB315F 7ACF37F4 75187AD5 79F888B0 7B87E58F 79C4ABF4 7656C07F 7B544992 78E7C912 7B367030
8017FD19	5A960965 7FDD592E 5E141B9A 7A279A4E 0A79BEFA 5CFBEC12 808E36BD
81562DF1	0758D654 7FE5D2A5 7FC8A437 803DF816 7D62F078 7C4375CA
8055E42A	78E52391 7ED5651C 7F8B5CA3 7AFC0994 734632D9 78878051 0A895B6E 5E9AB9F2 77C72779 7B98748A 7A416F31 5E924BBF 5B0003E0 7CF02BB4 5C8523E7 749EBC54 0616D075 5CFBEC12 5E5E8555 58DE12EC 7D56F3DC 7FA51EC7 5E7550C0 7D40023F 8064C37F 80D3F4E1 592913BB 79528562
7D2F7BBD	78BE6397 77760164 78F90C6B 7D1B8D4B 8024E22E 5961BFE1 80D1DF30 790E466F 7EC36C6E 6243ACA7 7D697AB8 7FB3B861 7E77966F 5869783E 7D9DCAE5 7D164B74 7DE5727B 80C422F7 77528E41 7A8B198E 79F854F5
80EB6F8E	76B236E5 80841DB1 7BBE16C1 7E65DDE2
802BDBF0	7FFAD989 761D565A 7EB7753C 069112F0 6C17F0ED
816D63B2	7EFDB8DE
7D8B28AE	5C32F4CD 0876E5A4 80944323 05EB734B 7D48DB9D
7DD42FF6	7ED7613F 7D180626 7F38633B 7D15B289 813670AE 7DC17F76 5CE16A4A 8000EF77 80B8C15A 79B51557 7B1B0087 5F8F7665
0617A667	07961FF5 7C2E106F 7DEB64D1 7D1DB55C 7E8B9406 5E2B020F 70D8590E
80510225	5F163031 7DB964F0 7EB9CD64 6675550E 80AAE71D 7F2F40C3 7E313885 7EC76763
78979F5C	7CD21850 7C3AFDAB 7F354B90 7CF8BBA3 7E37C430 7ADAFA16 7F497093 7894B5E9
808CE474	780368B1 7E304671 75C5F830 7C0710AE
80C0C200	7F196673 05E474FE 81700D80 05D2D269 01581524 5AD18678
77814C72	7BC2F950 7C27B2F3 79EDB42A 0A2353B0 7882C088 7609F124 768F0B1E 7FD8E5D2 79E69281 78CE7BA0 805B1ABF 7BEE2400 7A710170 7A766104 7FA0ECBF 7788D09A 7544DBAF 78FA3EBE 5DB19AC8 7971D8E9 7D4D6711 80375066 03E99D92 2430C0B7
810268E3	83CE7EF1 75FBF33C 761944AB 0953F36D 801BAFEA 0B6E7E46 05400595 7F6FEAC2
7E56DDB4	7EEA79B5 817E9678 711CC718 16CE630B 58ED1135
7E635B2D	7601E77E 788E37A9 7C380770 017DF5CD 7B21D029 5622FEB7 7B1CDBF9 718CE292 8201788E 7A8A6251 7A893359 7D0F4BC1 664C8F01 79DC32E8 040DC34C 783E48DF 78CB2032 802A140C 668A5F12 78736262 76000F13 7FC47C84 02E88EDD 7AE0192B 5D8B121F 79167520 75970434 7B9051B7 7DB7ED3F 227108DD 7A9FFF25 0A786141 7C7BE96B 761465BE 7B30BBD4 00572847 79A82B50 79DB9B06 7C4CB5CB 7C6C9D86 7CB65F77 3C8C5A2B 781C09ED 09E1A328 7818B5FF 7EF9D79C 782D6F79 78D22675 7E5D7039 315CFA15 5E7A696D 757DE598 7821A1C1 7FCE09F8 07C1B040 0363C39B 7640C7B5 7796496C 7ABC06C2 75C86DF8 77A5EF68 023C110A 7739EC93 0850DCA8 0AA84130 77A18A50 80A1D96F 009130E7 5F80D1E2 7F524D2A 76157D3C 58924573 78E86367 7C322736 7CC25A7F 19D08186 76763E6B 7B82EE77 7C1759EB 26CB6DA3 81007432 76E04B1B 77F9780A 75225114 76899091 7D10A4DE 7B0B146F 7BD8F0F7 7A027EEE 819FB17F 07467ADC 76FDC1B4 76463CEA 7AF939AC 81D096C5 11E71C58 77543575 7DCB73C5 7E9D204E
7E242285	7577DB04 8000EFA0 7E67C5DF 785F282B 7EB8705D 7A8F4CD7 7EA53AB4 7DD180F6 7FBD9BED 80D6E37E 7711C0A6 7DA772FD 7FC6ED2B 5B3B1905 7E00F8D3 8091F9EE 263BBB0E 7E5741A4 808BAA71 7F629AB0 75D7A999 7D278424 79B56198 7C81CE8A 7EEFA749 7FB61299 5DC0D716 8115C921 78D42908 7E52A5E3 7E9CA73C
7F6E9AF4	7D85D721 8318E51D 76218B6A 814629D4 03B1386D 7C03165E 7F22F00F 73C95550 7C325D6A 7F8B1138 7DC0E651 7E1E409B 5DFF3789 7987DC3E 8047B026 586B3DE1 07CDC5AA 77AC9C60 7938EC16 10D026EF 81270CD4
8159EB10	801111C9 7D9D31FF 8116D26B 75ABE2FB 80B4695D 057C656A 7BBB85E2 80D42357 807AF813 79CDAF47 7E3F382A
80531E91	80D108F9 7F30DC57 7F87581D 8046E9D5 80C32261 7EB1CEA2
7E0B1E88	80C6FF78 84E7B2B4 7C5A34A2 7CEE827D 7E3934F0 7A272D8F 7A8F4F1C 85DE67F5 793E342F
78485039	49B98484 7773C4CD 7CA002A7 7ED9286B 7F6F08EB 76E01420 80E27F8F 8023C3D2 5F109067 7FC7DCAC 7E926538 7E226E97 7532D0AE 7C1B822E 7E7B8C14 7FA7E63E 7C3F711A 7D0EB46D 7D373DBB 7F5298B3 71127E2A 81E8FAB3 85EFD0D3 7D7F76E2 7FE4DFA6 7510B1A9 800A3B52 7E2484EB 818EF5B8 5F8B7E6D 7A95165A
7CB4FF6C	7FCE9247 7F3E94A7 767D0C0E 761ABC99 7A899606 7ED46F57 7FCD027D 7D29FF50 7E3934F0 7E16ADFD 7D44042C
61176E94	763EB631 7FB61299 7EA53AB4 7A83856C 803DF772
7D4205AA	7EB8B8D8
7D0FC98B	85962DD0 7D078956 784FBC01 79F08CB8 7E94D9E6 7F46CEF6 76F5EE85 7986B5B9
7D936142	813B66C9 7F393FF8 805AD2E5 80772422 7F944F36
7E6C07EE	5B9F86CE 0571F879
7EFCE803	7A717854 80201AB6 77A3C22B 80E76EEB 5840A792
7D77AD20	71D16A6B 7C7DFF2D 06B3CE3E
7C03BD00	7FF6A790 75802672 7D97961C 7ED5651C
7ECC7225	7D61D6EF 7D1EC588 2FF74D0F 76A9BE9E 7303500F 77932D6D 7D89D7E6 755C2A9A 78E6EE84 81700D80 7F1340AB 80A599EB 7D4B1640 7EDCDA32 030913FC 80CD2A1D 5DC187FA 7E3934F0 7E7ABE10 5B6CBB0A 814A91C4 59D54D2D 7779B7F1 7C676218 7AB24146 826CB545 5C4BC68A 81258101 79CE1E2A 7FC56929 77855AD9 75AEC1E9 78E635A3 7E6C6061 7F59B8D4 02E5BDFE 59536812 0B541963 7B7474CA 78D5DF4F 7FB1FAD1 753AD018 792AEFCD 7BFC81FE 77626C63 7979799C 7C552089
80CF4AA5	60FAE397 77872F85 85C9DE94 755F0A39
7E92D003	113A2FBF 78895EFD 58FFDE3F 09CD1816
7E6D8D62	616F240D 097DD7D0 80183FB1
7D026966	0B6E7E46 7A8AD961 7FC5B82D 76F1786D 7D7ED829 7D5B5DE1 7F0AB04C 593904A1 7F6ED28A 801176C5 77A54A36 7D7EADD5 5805F652 7CF38455 75818119 58FFDE3F 7FBCD6C2 613D01B3 6CF014D5 7DE5930F 7F0113E5 812CEAA4 802F8199
7E529397	7ECC1BFA 7DBF2E6A 7CF119A0 7EBF33A4 78792FEC 09752AA2 098AD669 7D219A58 803BD377 79492D09 7B1B550C 5CC829F5 6015374C 7EC8E722 6E1103DD 7DF714B5 812A1930 7D0F4547 6EBB9FB7 773B0F1E 80060D7C 7DF8142A 7DC91E3A 80D26CCF 7AB58BA5 81297DEF 0F8B729E 59843B8F 5F695C11 80B8C15A 58B36C5C 7FEAEAC2 8149341C
781FA62A	78382591 80187F2C 7A0A7B08 7807D84D 7D805EC2 793E8A9C 7BE33B1E 760ED232 7AAF768E 8060880D
7E1ED89F	7F1E45CF 7C5AABF9
7F7DE8D6	7E08ADD7 80E7FA62 77D2AF31 7E5EECDB 5926A4CC 7D6BDB54 7AAF768E 781986B9 7ECD6913 7FA74324 80183A48 7DAF5296
7C444300	7B7EE6C2 7F0E9F1C 7DC11F34 772ECA48
8022AF2E	7A64FB45 81128131 80821446 04D46424 7D4861C2 7B04FA15 7FC9654E
7E4EF514	7FF3AD3C 7DCB73C5 7EA4295B 7FE5133B 755594F1 7F45CB62 05A83DDB 795D5A4F 806D3A80 76AF8D41 7C4270A2 7751BFDD 7BADE925 7F4C43F5 761786D2 7BC252BF 02A0F2CE 753922A5 7C5AF569 7530C774 790C0684 05A9352F 7B8D9358 76335CE4 7EC65FD7 7C9C81DD 7F5DF4A6 75129EB3 7CB50BB3 80A933EF 109469F4 77142B6C 7ABC673B 76D7E197 80CF51F9 810AEDDE 7BB5A0E8 77E286FA 7B18CE78 7D008E15 7E33E904 7FC3439A 8140B08F 7814013B 7FD8020B 812083FA 777A4B03 7AA54B8F 7B946051 7E3B6B9C 78DD0978 7B499CA5 7DC94678 7FA1BB70
7FEB3909	2701D713 784D1CE2 7A4D8EDC 7AAD5F16 765FE431 78FC10FC 7C45C4E3 812109CF 76217620 7E0BE4BE 7BF788B6 7F76866B 77ED4064 81078B55 7D1262F3
7FDCD34C	5EA76F62 79A936E5
80432D14	5B0E0E3A 5851BAFE 49A5573B 5DE44DA8 7DD5D0E4 0501BE01 80E8B4A4 58ADCA4A 5E8B22C5 79AE3E6B 7E0E4224 7ED588DB 80343F37
