7FAB472E	7A257281 76F8E2F7 7E82D131 77271972
5A6C5B8B	06009631 2740758F 7C63DB53 7DC11F34 80DD73BA 0597DD68 7E77D64C 7AAC1295 76036C11 7F381B24 65553560 232E4AC3 5F81C11C 6164F0B1 80CFB1A4 7B11BC5D 76F9F3F5 7E943630 7683828B
617CBB08	79BDF7FC 7E9C50AA 7EFA2555 822DE2C0 7588529D 7FF6A790 8178C161 02ABD598 5DA11851 781CA568 7E9BF282 8146E197 7D3A3E2B 7944F750 80FAD7E2 79E29975 80BA3615 7F7095F9 09CEB860 78BEC5EE 7D85CFC6 799D96C8 7E11CFAF 797572FA 7EBE4351 6C1A3D78 6D64320F 79187ACC 7F7DA12B 810CEE2D 751CA8BC 7DFB14A3 00F463DE 7B6891FD 813942E9 7F3F1D37 8010A7D2 13E9C177 7B822A67 7D7C27B4 7EE2105C 7FD6EED9 794FDEA9 7D330407 7B5CD653 7D5EB66F 7E2C322C 7E699059 5A786B48 5A1F15EA 7F381B24 86166B7A 02AC1393 7C60E951 7F5EDA30
7F2EEA37	7F501D37 761ECDBD 7C0857F5 77181BF1 7F612DD6 7E5B26D1 7B61551E 80D0CC99 8149FE18 7D4DF909 811B629D 76C40306 81307A54 795C6B20 7F77A3BC 0FDF7F13 786D7218 7EBF956E 01C4FC11 75AEC1E9 7F4BB600 815DEA92 80F2A8BD 7C2009D4 7F315E83
7E09400D	7D5367E8 81283CA1 78666965 097B0E16 7ADD59CA 81474A23 6017BBFF 77A2A60F 03A82C97 7C0D6B64 77703F63 7F502D35
7EB1AB1C	7EDF9CCF 5BDA7C6B 589C3CDC 062DEBB6 7C3427FD 7E047248 7F51BADD 72C63257 787FCA2F 7BA4B8D2 083A8052
7D2A4FEC	77D106EA 8048CA44
092D28A1	5CEB9F7C 7AEB3E16 5DC1A95B 792766CE 7868435B 01129FAA 75899401 7EBF423D 02B4148D 806ABB68 7602A955 79CE0C3E 7704CC6B 7A75A70C
80837141	811F67F2 800E90EF 5C515BEC 7DB7B1F3 7A18002D 04F79664 62FA2C7B 7F6864D1 81214BC3 80621D34 7A09038A 7F303D2B 79A6F7A3
80F00467	7D9EF7DA 7D278424 14457CE6 594F8C99 7E081F28 5FD6618B 7DAB64C4 5B383880 7DD0E368 7E3934F0 80E3478F 5BFE3494 81634D1D 7D6AF0D9 7CFB7A65 5EEE3B2A 59829805 7E220D62 7EA118B3 7F49339F
7F723459	0036D546 7CF93A4F 7C0857F5 7DCB73C5
8107F372	7D51CA0B 75187AD5 794E14FE 783F4C18 758CEF44 5D9BE2BB 75835FB2 80A599EB
813FEB3E	7D802588 777C0018 7FC79B3F 8172A85C 7AB56ADE 78C8960D 0A693CCA
7F935FDF	58C6F284 80A0760F 7D0FCB60
5FD90B07	015A69CA 5BF85F19 79334B26 7FAE29BB 6730B199 04088C9F 7FFAF0C8
7DB1AF89	81E8FAB3 751ADA40 790374ED 75E80DB9 771DA15D
7F916D64	7BF02AA9 073EC235 7F381B24 803B4B2B 7F5D7D22 7D93D4EA 00A42A1E 08A014DF 7D8B81A8 805EECA2 09D84F6B
80506BAD	80E6A3C3 7E7A7B5F
7DC0678B	7510B1A9 7ED06EF4 7EA1DCAC 7FA2C5A7 811BBDD9 7E797BEF 78BEC5EE 7DC0B50E 7B5FEB41 7F3AC4D1 816FD715 7DA25227 7DEEB900 7F5EDA30 7B822A67 7D330407 8096C6C4 0098EC6E 76DD0B4A 7F7C610E 7E7BB75D 7AC6ECA5 7F9A87EE 78FA9304 8118B836 79DDFEC6 5E8EA1AD 054BF885 7ED187F4 7EE9B230
6F3B300C	5C6C94EB 7CA80B97 7D9A2633 7A6644A2 6BA1DCC2 06143710 00BE14D7 79E1A717
7CAD760C	7D3A52A1 7C1A3DBF 785A49E5 7FBC303E 7C37FFDB 7733D582
6D1BBA6F	5B01CE09
7F5C5298	7D3A52A1 0B6E7E46 7F655473 80172B62 7E87D77D 808FD230 7B6F7934 8118B836 5D79B61C 78DF1F05 7975243C
80D86A59	7DEF716B 7F056D7A 07AFE800 04B5B467 7C0866D5 80782BE3 09A6DBFF
77A75E39	7C4E4C8F 7ABF947F 8155BCB1 7A116007 767714FA 813CEA8D 7CAFE418 76D2E97F 7DC0DBF9 7DF02616 7FD3EE1D 77086AF6 7A7D1D3E 7AAE1B1B 7E1529E3 770F3648 79CA6731 794F43F6 7984920F 7846A4E3 77198704 774FAD9F 7C7D90EC 80E7C565
71075451	79E91925 7B0A5EF4 0AC0CD72 76C3A795 0B55EDF7 756D6900 7AF63174 79C6B70B 7E49E10F 79DD6627
7DC089EB	7673B46F 59709AD4
7C3CFF89	02992D8B 8174DCED
80DF8B5A	7CCC02D9 7F828C06 7D7B287C
809F7E31	5A9B51EE 788DBB8B 7D9D822E 7D3A52A1 85962DD0 6DF718BF 113A2FBF 7C7DFF2D 5AA8F946
7D720874	81398001 7F684F0B
80710537	113A2FBF 0704BC31
7D94C56D	585745E8 7E13DB78 7C1F26DD 06B4F925 7FD491C5 0AAB2492 7E34D108 79D6CD99 753F4DA2 81302788 0784051B 80AFB06A 7F2889FB 7C1FC52E 021186EA 0B1BB53C 78F4FA95 0A3D09EB
7F36C7E2	5E159263
7E83E3C2	7F75B1B1 7E716A7E
7DA97BDB	07160A43 09DA0793 59B5C1B4 0B61F91E 7543648B 7E34F91A 7BB50556 7BDADE91
7D51C100	72E1B63C 807448FC 7CA002A7
37E074DA	7E0C423F
75AAB295	7D61406F 7F6FEAC2 7F381B24 00C342EE 7CD12902 7D7708EB 809660A3 811793D5 7D339DAD
7EA82D58	5B9C9F0A 76A0472C 7F3CE8C5 7E1B9EC2 7C7AA04D 7A8E1AFC 7AC373D2 594CA322 77EFF746 7605931F 7FD383C8 7A9AF086 7DD080FA 0ACAB407
7DB5C12C	85962DD0 817A782C 788DBB8B 5B335AEF 0B09C29E 05C9BEAC 8000402B 8118B836 813E5B58 7D3A3E2B
7E3F2A42	7F61666E 5ECA6FB5 1070AB8C 7D7F0E1B 7B5BDD73 7949077A 7D99AC6F 7FC31EBD 762FF5FC
7DED197C	7CFFDD2B 6C27164B 7F88C7F9 7EBFF6E3 7D8B8C49 7DE589A5 85DA9613 7DC2486E 817429B0 812217EE 795F81C4 7EA4E51E 7F03DECB 7F74D412 76392E45 80B58352 7A0D0337 5F3B77E4 80EB301D 7ECB241F 768DFA12 7DBFB295
5AE0C4AC	7E023290 0873811F 7E659F50 7BBDA220 7EFE7EAF 59ACDCC5
7E0BA137	79763460 80389533 7637491F 7A7F3864 750C7EFD
7F0747E0	58642698 5CCF12F8 8068EAC0 5CAA4824 7ED25BC5 7C0D983B 7D4AF8DA 064F2E00 5E9F2F4E 799223E9 0490E068 7DE4D7D4 0411D3DB 5AB3098F 7DF0430C 7692592B 5C543E3E 5ACE539C 7CF119A0 8040450C 6D290B9C 7E0F30CF 813ADEDA 71FDD6FB 694C3E7D 7AA6364F 7A60A89A 7D40AD43
77462BA1	7B999C25 80E3DBC9 77116F6A 7CEE8234 790853D5 7F9ACBC7 70F93BBB 76B97745 764D68F2 84C931FD 78E07748 76B0AF73 7C02631B 811FE7ED 629B304E 7E9CDC83 814A60B0
81639151	7F7D189D 7E13F1C6 78CA1AD0 814DAB6E 775496BD 600369C9 7F261163 7C316A68 81700562 80F39543 77055895 761B8410 8176D39D 7D3EB53F 7A01EE8F 7786ADA9 7F18EC97 7EEB7843 6164F0B1 7FF9D0CB 8050988F 084FA62F 7779A710 80849BC2 7C081AD7
7FEBBEFD	05C4D2A6 760B5D19 754ACBD5 7BF05136 7C1B73E2 80BDA903 0F6ADB72 80B8F75B 7E9305A1 59B13098 0668D037 812C18D7 7C9ADA7C 084FB381 7D2C46ED 78ADB48C 65DBEA16 59572481 810159F3 7793DDAE 7D80727A 7D473540 01980277 794EBEA6 7FA87F35 79BF6018 775A44BC 7CEC4D85 6DE0A947 75D3570F 761B96BC 321A7E18 7AE7115A 8151B140
7DFE8059	5A5EDF19 00A5735F 5DF9800A 5C25783A 5F33C667 8003D635
7EDF5FAC	7C3B4871 77B61721 80B8AA02
7E7B685C	5CCA3EDC 76A67619 7DAF5296 85AF89D6 7DBFEF21 79D2959D 7D6F08F5
7E0DBA01	00E5E558 7D3104EB 7CF4EAFF 7F3D8D26 7E38BDCC
7D75C729	8173CF64 03F00271 76DF8046 77A54A36 7A12DB38
8126E412	7A46C2B5 78A18260 77766CA3 7791A313 77B41A3C 7AF8CC44
677E7460	732B97CD 7FF6360F 7BF35181 7775F078 8049EE96 7EF84FD3
7E5D04FF	7DD4BC78 0974B50C 079CB01E 77595433 5DCAC8D5 75D0542C
5B2CE3D5	7FC8D64D 02260D16 7BD147EE 0BAC841E 78DF7193
7DD0464E	054BF885 5F845FD6 5D347C17 7C34D49B 80DD088B 7F2F9558 7F6544CF 7E8A1A0E 7EBD296B 80E52034 7EC981DB 7948320C
7DF3D273	77439164 77333D7F 7E16BECD 7E29CBD3 81028A97 80CE682C 816FDC90 0B4CFEC5 7CFA5052 76EB7C35 7B27FC76 7DE9BA5E 80F980C5 75BCB67C 782D9885 81658084 810609DF 7EE58361 7FE3095E 7E7ABE10 8020587B 5C33B621 63106020 8002C83B 80A599EB 5E282626 7A142C05 7EE0AE0C 75FCB84E 5CFBEC12 7B2D1E8F 727C30D7 7D5B4C69 812B2EBE 5D36268D 7F8B9A3D 817697ED 755BA24D 80A34B67 80FD9DE9 7B7474CA 7DBA1F06 7D26A44D 7D91E863 7FE5B36E 7CC417D9 7FCE9247 801176C5 07806445
7F92549A	7F03394D 80D0AC2D 7ECCF1B2 80BFF4DB 7EDE0F18 7C90B695 7E9C2E58 7D939C41 7CC0E4CC 7D4B3DC9
7EB71FAE	0330D1FF 0B402B99 0403B6AC 7CD76DF2 77D021CF 7C2020C6 69AE1483 751C6DD6 7673D2E1 25A4B627 7A5B4025 7CD1FB45
7F003280	5D94E847 7B9A0ED1 79251AFE
7D96C366	7DD56EBB 70950317 7F8A3809 7A94C98A 7DEA02E3 80DB8CD8 80D2990C 76CFB2BB 802B7818 74968419 7DAFB9C8 80304FDB 7D140140 80AE1150
7F4F6506	8059BA6E 7A2A33A0 08A014DF 81358661 772C8092 82218BF9 77E183AB 0696DEF9 7B6463ED
8049AFC3	7BA7A523 805B4F40 5C612E13 800A3B52 80B07372 5B06618B 6FF8E130 079E0F09 02B7CCD6 047D8491 5D6ABD00 5F02FE51
7CECB522	5A190F23 804A747C 7C2B372A 7DE6C906 814A60B0 807C5876 7AADF8CA 8009F185 77D54007
62169811	80D47052
7CA2BB67	7A54DDF0 7A2F1488 7B63B9FA
0B2F5ACA	800A3B52 7A4C9582 00C342EE 7B5FEB41 5D2E53F7 7E6CD3E3 7B306162 0BA35062 7BCAEB0B 5CCFF8E3 7DB4065C 64BB01D4 7E2D4C5C
7E1F35B1	00E5E558 7D2FF4B0 73D5AC5F 04952FBD 7DB36780 80B35A94 7EE37E4E 7F2F9558 7FFD14B4 7F210653 7D87DACB 7DD85C5C 5CFBEC12
79A74BC0	7FBF9E4B 810AF4C1 5C98D1D2 7E6EFF1D 8033D144 7D7C5861 7AF21D75 7E56CBD4 7EC34684 80B5AD58 7A14C1AA 7DB1BDB2 7FFF67B2 7CFF6249 5883BF34 7CB70293 5BABF415 76D95452 78E20AB2 7E26B944 72E53A14 7DC5605F 7F2AFC80
7FD6FDA4	75305CE6 7BD99BDE 5AA04349 75C15B29 5958F3A8 7CEBA4B0
7EC1F208	79B3C142 7F7F1F06 8110BDBC 08755CA4 8061239D
7D3B18F0	5BB9D4F7 05A3DA3B 7FCCC386 7960772C 5D55C5CB 7DF7B732
7F4AF56B	7D294353 756FF817 711DDA00 7F4B031C 7F0E9F1C 803F378D 8020CC6A 81F7D970 7E2F4463
78DF241F	5E6F99BE 8559BB4F 5EDDE34E 7F762D89 5DE98ADE 5E8CD2DB 78CFCE05 5C5CC467 7DED0EA9 5F83FDA9 7ECAAAEB 7E43357D 7CFE015D
800B55EE	0B9871A2 7664CB07 09961BFC 59FF535B 06D692A5 81162556 58A31405 0AD6A403 7DCCD20B 03CF489E 80B8D354 76629C69 7D1B0774 0090C1DC 809DD726 0A1393A5 7FEC5818 7A54DDF0 096DDA72 7B49FF9F 7E858056
7B8E63F4	7FB4A950 7D333CE2 7D6CC077 7EA2ADD1 7B162A07 7BB64F79 7FB8255D 81C44DFB 7EDA082C 75C62D76 76DFEEBC 8084EBFF 80A57697 782ACAE9 7F4AD734 7FEC0081 7AC8D63F 7BE97850 7D92C905 77F9A7C8 7D11F47C 754AFDBC 7D6A6F6E 7D434DE6 781C09ED 7E71E5F8 7E7B0AC1 81367B4B 77EA5FC5 0AC1C610 7ABC172C 793E447D 7F46F6EE 81339340 761E1DB0 7665A0F5 7F3A3693 7C128187 7B2B7D83 78F6BA5A 801979DF 78073348 79D62113 593D868F 806ABF04
585A1340	77A0BFB0 5F250C3D 7E65DDE2 7D0B02F7 781B6092 80841DB1 7E8A77B8 586CF552 5FCB0A8D
8171228C	7FA49982 6144F713 7B61551E 80A7D88E 7D701DFB 795C6B20 7A4E95EA 7FEA58DE 7F315E83 75AEC1E9
7E38848B	113A2FBF 76E01420 80C42B18 5CFBEC12 7ED9286B 7D379BA5 58FFDE3F 80749F02 0ACEE7E8 02A0AE97 7F802D04
7E5039CD	790A65FB 72342866 76653423 791D407C 81F7D970 7DD9505D
7F01A5F5	009D6EBE 7DA36537 80674AD0 7BE9AD10
7F7E0D2A	803D4BE0 7EE0AE0C
7CBE61EB	7D951C50 7E83CCD0 801AD0EC 779C010B 807B3FD3 7A54E702
7A9EA43A	751CEA96 800A3B52 58FFDE3F 7CA71CE1 5C9793B0 7F381B24 02A92086 7CE99114 5C1D0631 7AC6ECA5
80C7D51F	7E023290 59ACDCC5 7E659F50 7EFE7EAF 0831160F 0873811F
7F01218A	76C1E847 797D0903 5F8914F7 7D17F929 7D0366FA 7CF36964 7CFB7A65 761ABC99 7E081F28 5F8C8BBF 7D00280A 695092BB 753BF6BB 7D774AD9 7F96D8D4 7ED46F57 5A403E55 79FF8F8C 7AF05D3B 5F808E3B 58CC719E 7546A1D2 81218750 7CF5CD12 8057BAB5 7B5DDB88 7EB02214 767D0C0E 7F3C1025 62FF12B0 75363E6F 7D9EF7DA 763DAE93 7FC5DCD8 75E89349
7A08B052	7785E4D9 79A2251F 792C42B7 76C1AE3C 67F66FC3 785F4732 79C799BA 7FE04549 7BB03817 7AFE4607 7B1B0F82 8087263D
7ECE613C	8589B704 7B23CD13 817716FB 7CC3DC0F 7E3F382A 78C1DC0F 585021B4
5D65A172	7D6E89E1 807E5E80 75AEC1E9 7F22FC57 7B56111C
7DB16F79	072CBC71 01F8E6D2 7CAFC8C8 6D98A135
771DC510	730E6637 7B5BE79D 7EEC112D 7D5361E6 768BADC5 7EC4F7B4 805C38B7 5ADC0032 7CA4AC23 7BBB563E 8052AFB6 7F511F3D 7C1AA847 7C853091 7F3001AE 7DC48FE3 7EA21F88 79C97D11 7CBD555E 7D151963 780EC8E3 81465BB8 7B2825CC 7F93B379 7C9359CD 7D2B8D64 768D6BD4 7686863A 767A6C85 7D2B4778 7A70C873 80ACCA05 60052C4B 7FF6CE25 81693FFE 75234EE1 753DA352 80110F69 7AB06448 08D0C2E3 7F90F774 7EA2ADD1 7F015BA6 7A3609D9 09F7F327 791A4FE1 739D8410
7E8307B9	097886E0 598D875D 6E5CCD3C 7F1CFDD2 757131DC 792766CE 7EF0DFEC 241663C0 00636AF1 7775F078 793C3301 5B9C9F0A 10182661 7BF337BA 7A770AFB 7ED83DBF 81298706
80526A87	7E4C6F89 6B32C6A7 76CC3D43 7AF15451 59FA08E3 5F1D7744 634D60C8
7EB17D27	7D62F078
7EA78B03	0AF1E75E 5CAA4824 589F967E 7C1F9A4B 7F966FF8 7A4C2B1B 5C0C84D3 113A2FBF
7F41EE86	7F3077A7 804A883D 63B5F01B 7B75461E 806759A7 7DEF231E 8060E723 810E6BD0 7D56D92E 7D0F44A9
7F857F84	59B07A46 113A2FBF 7FEDA828 63106020 7DB8CC8B 805D9720 5EA4E0C4 7917F8A7 762224A4 76953B09 5984E3D1 585021B4 7E2D52F4 757131DC 12F31DB8 80E4756B 85C32865
7E7F4EC4	7D2A2657 0B6E7E46 7F9677F7 7FF6A790
814DDE07	7EDE70B2 5C867193 70E2E732
7D1D209D	7D299F13 7FDB385A 75870A0B 7F0EF70B 7D9A1B94 5ED9526B 76C1E847 81B444D2 7A655C10 7FA60214 607E8811 81690A07 04A442B5 762C7B26 7EA2762B 7CF6BDEA 06EDD3E4 5A3602CB 7B50FC31 75EBE974 7E7A3D19 80D13AF7 7ACEB6AA
7EA4E72C	827F8CDB 75A8D734 7A4FBEA1 768EBD08 7A75FC7A 7C477C43 5DAB9AD1 7DEA98AD 7CE1CE8E 76EC00D5 7A457D54 78BC7CD4 02CBAD8D
7BC2F950	7A3CE8C7 8086AEA9 778A75AC 7BE05102 78FA3EBE 7C605EDF 78764892 79E69281 77C1966C 7F600F86 7C2C5206
7EE5CF69	7FE6E80D 7CA75666 7DD4CD2D 7DB09036 8167C6E3 7D2AD479
813691F4	7775F078 760204D4 7F0DAECD 7FAEA9E7 80DA6204 8624BC4C
7CECAFAE	8035A2F6 756F7621
78896879	7A8E1AFC 7A2BBC17 7E6F08CC 7FC7CB0D 7A691221 7631D34D 773C8E7A 79BDFEF7 7C214FC3 792447D0
7D5F7734	7EF3A17E 7E824AA4 71BEE48D 7F4FC3AC 80434C7A 5D0777A8 5C59C1F0
7E3EB6EC	802C17DF 7FCD43AF 80105696 7698058B 795B5299 7CF71B6A 7ACEE22B 7FA156B8 80EB6077 812A2428 805A711E 5B8AB8D8
812702E4	056C0A0F 7EE0AE0C 80A599EB 047ABF1D 7E70BDFB 7F612DD6 8026878D 805A0BB5 0348400B 044AD328 7B7474CA 7FB157DA 7A3B1AA5 8203DDBB 814A91C4 7C57F672 802F74AF 7E7ABE10 80AB20C3 787C5E1F 79B3C142 59264078 809BED66 7BA42516 793CFE5D 8081EDB7 01906724 7D1080D6 7E8CD0E3 6144F713 801DA1CF 7D739ED3 80F72544 7AEC0975 7F2B670B 80A34B67 8118B836 800A3B52 682DC183 7D6798B4
7A4195C3	7E1E4D9D 7D44D326 7E86DA19 800A3B52 7BC53445 7B61551E 7DE54FCD 7F25F5FF 8104B1E8 80E525A1 6AC2D7F8 76A4E3D5 7E775749 7D552DC7 5E66172C 72127240 7D2E986E 79B3C142 7DE5126C 7D5A6228 5CFBEC12 79F2D156 58FFDE3F 7CA4C0D3 0BE99BB3 8118B836 7C66DCCE 800F46F2 76E01420
7F67CBB8	7F150A2C 8107AE4B 7DD74354 7E50D71D 7E2E590A 6D3E1825
7DA806A3	7F311A0D 7DCB2CDF 81753D3D 80A4E0C9
7CFC10F2	75E10B63 235D3459 7B439862 750AC786 761C98C8 75B06E1A 78C7AEDB 774FE891 7A94EC44 75E53D3D
7AB9A301	7428D2EC 826CB545 7E1E3296 812847EE 7DE81B60 7CC4968C 03CD4385 7906C426 8030C073 623EEE1B 7E3934F0 80C2AFB1 7979A05E 79911D2F 81136FF7 8048209B 7509AE2E 7D61D6EF 8087F3EB 787E06C5 7E65EA85 7ACAC47B 7EFEFEE3 78C7709E 76A9BE9E 5E73C6C6 7E541190 7BFC81FE 7EC2976E 7FAE1E69 731D7DB5 7F79CEFA 8002C83B 7A3DE127 7D44042C 7AF2AD6D
6E0AB6A2	7B9DCDB2 03D21A13 7A930D55 01A30A81
7E555462	7EE73834 7851F7F7 587DFEEB 79D2959D 5E104514 7BFA1137 0AB065B6 63631FDC
7E33FFC4	7532D0AE
7C895448	75FA2F06 799AECCF 7F4C43F5 7B18CE78 76335CE4 7A15B419 7C64B5FD 784EEA88 79E97724 7C5018D9 76F9C35C 7713234B 79F5F194 75E1A636 7BCBC37F 76BC753F 76D217AF 7C9186B2 809E9595 7B79FADA 7A584CA3 78EA7316 7D4EDCC7 76988ACD 7726D6E8 7733D582 77226441 77D90335 792EE99F
760917AD	800A3B52 7CA002A7
7CED2541	6164F0B1 7F5F22EB
7EA2D1CC	7AC0BA52 0A12993F 76A4E3D5 7D7C9437 7C37648A
7B6458E6	5E499133 79E4C444 75381B4B 7A1DCE17 7A1C5422 82640010 7532DD8B 0E459618 78DBC879 7DDB1678 8088B3F1 242F9CAC 7AC2ED10 78677BD5 7997E2B0 7A4F012C 26E15E1C 77CF3DC6
07DCFD11	7BC661B1 06655076 059CB467 60E72CA3 7EA08536 716F3DAA 754D46C9 68E70E8A
80496100	76AC8E97 7C9BEB10 760AA743
80C46C0A	7CA002A7 05BE9E1C 7BD8C65F 0C1A53C5 5C90F9A8 5ED14F6F 7D5EE9B2 7C48C9C8 0B0FFF83 7D43D04A 0093E582 77492FB5 80006F55 760C0ECB
7D8CDA03	790177D7 7BA52F42 7DFD63A1 7EE26BD6 5EDCE657 7D850BA0 800A8CB6 7DD81466 77B6E975 113A2FBF 5A94C1A2 78641831 7D744008 7ED9B00D
7EC36F44	80605307 5BFA86CA 7E4C77D5 5CC356C7
7D705091	7EE58361 08EE60FB 79F854F5 5BD41241
8052D08C	7FF76AE3 7D8F9F15
5B935DF7	08CBC0EC 0284F1A7
795AAC95	58B91E78 7840127F 7F53C0E4 811744C9 80265DDA 5A63EB9F 6F86F0AB 80DA40B8 7CC64163 01ACB552 7F83AF98 5F46D4BA 80E5B734 7ADBE99B 81E8FAB3 7F165FBB 5D1A8234
80AF0521	61962036 6B8CB820 7F144A74
812B936B	76002C99 58FFDE3F 781ACDCC 5E1B6FB2 80469940 19F78875
7F99EE36	0A0E5AA7 7FFAF0C8 808FD230 7F2F9558 7DE02108 807850BE
8172C5D7	797ACED8 82243B3A 7D843341 751C439E 7F77E0BA 7EDB4A91 7E68A6E2 7EBEC735
7F656832	78D8FA76 7FDB9718 78815B17 752FE420 80FF47E5 806D3A80 7D5AA1B0 75E99E02 0756E49D
7F0F23B8	23EA8563 70E54925 7E247988 7B739BF8 7A87D500 7E9CD1C4 5B1E6364 811387F5 585021B4 80CF502D
7D3AABDD	7D528D1C 79EF2099
7D65D4F6	7FC8A437 7FFF90D4 7D2C0535 7BF08CC9 7EC8CB67 6FD248E8 77460CD8 5C6EAD55 749BC14E 5DBB52EF 79CA45C6 7EE89615 8036D486 7AA8E7F0 79B57AC4 7989E94B 75B715FD 7DCB1350 7CC367D9 7F617A4C 7BA42516 7FD102F6 7D2C1836 81218750 7E2D05AA 80339F47 7ED46F57 7BAC8AB3 14EA0D99 767D0C0E 7C7A70C9 7F6F1E91 8175FA92 79CAC9B9 6B4F643B 7D309420
7D7994CF	7DD04BBD 7F8842EC 80EF860B 7FE5A40F
8007C3B3	75EABF44 77C34A66 780730B7 76636088 810253F3 7FC0A25A 679280DB 7EEFF912 7D774C01 797F7F4B 796B9DA8 80857793 7A0171DC 7C2CE27F
7D1D73DF	7BDF6B8A 78BE6397
7D232AC9	7F342099 7CA89D80 695092BB 7C37FFDB 7C7DFF2D 7F6FE4AA 5CFBEC12 052593A2 7EEDE9E5 7F19BE47 816BBE07 7F1B1BFF 7D6A78B0 01692CA2
7EC8D6A5	7E865B51 7532D0AE 0597DD68 76E89AE6 719E8AAC 6EC30C1F 7D078956
7F627839	7EAC2E78 7E1F2051 80AD020B 2D713EB0 8002C83B
812CC47D	7FA51A8A 0B6E7E46 812E2788 019B6E29
80F7729B	7F854C6D 7D699F58 7FF08FE6 5F2A9747 5D06C306 0B6E7E46
7FDF00FC	07E7510F
7DF19D46	81581868 800D5847 7BF02AA9 7EC63457 7C392136 7CFA0F0D
7CEAF293	817755F1 81374454 7C7DFF2D 7F5A3A05 80397E41 0777511B 803A3899 81718417 059259C4 79DDFEC6 7E5694FC
7FE6B4E2	79B3C142 7E0E11BA 094FC65C
5926A4CC	75B715FD 79C4ABF4 7E5EECDB 7B4477BF 725E86AC 77D2AF31 7F22C203 794C895B
7FE7C82B	66007AB0 80F3EB37 5F0D57B3
7E72E499	7C0D6B64 7B2FAA59 7DC1F5FF 7D5367E8
8069262B	799AE6D8 00E201F1 015908C5 75483F60 792A23E4
758B3C40	7F577988 80B3D450 7FF3F666
7B06154D	74A0ED08 7E961866 7A0D7776 7A779843 810F7994 77F0D079 7F2ADCB3 640B3156 7EAD863C 76407C97 7F08481C 77730596
7D4BB4B3	0A5E17A8
7966E93F	78A915CC 7D655C0A 80833D7D 78721CBD 78922B25 7F524D2A 8116DA61 781BC5A3 782AF6C2 78AAA783 7E0FE81B 7E76EF6D 77543575 7C371AEB 80F0F48E 7DF6B43D 7853651E 7926A21D 79B0A6CC 7ED1232B 7FA16902 7F18FD06 754F00B6 7C9B1E2A 5A4127D3 7A61BA8F 7B5CD3C1 7A40B74D 7E4B4480 798DEBE6 78F6BA5A 8037A42B 80FEB2E8 7A9408E4 7EA2ADD1 8040A964 75234EE1 78C81A57 80EBFE6B 7D59D9B6 7ED151FE 7EFFBB39 7ADA0067 80691275 7CB658B5 7BD2F82A 761FE30D 764BF72B 7777164A 781C09ED 7D3CC926 80561BF3 7E30FF34 62FC352B 7DFFA67D 7EBD102A 78AAA132 7789B4C1 7FCD3FDC 7BF4CDE2 7D6FDCC3 8492FD59 762618C2 792DB1F3 7E898515 7F4FDA65 793A0AB8 7DEC4FEC 815F3CDE 7B76CDAC 7D6A6F6E 22FB2A2E 77B21C49 7DEA7DEC 8150DAD8
7EE7F120	801E45EC 80E9A90A 80E85B48 7DD2480A 7F511F3D 0962949C 7C42BA41 7EA2ADD1 7B088155 7D7D9085 7D655C0A 7EB048D3 75C669CE 77EE5AE3 7C95127A 76582487 5AE37481 75234EE1 7BCB565F 7E30FF34 7B7076EB 7DCBD872 79A1F5F3 7D333CE2 78F6BA5A 7EA82D6E 80691275 07D4B3BE 7A1A912E 75FAAC32 7817FB59 8123232A 7BFD07F5 80C8163A 593D868F 7CF19E5A 8099634B 76F02C63 78AC1BD2 0035EE53 77D9AEDA 79C9396F 7AB265A1 7FC32777 7715B009 77C1841B 765F7F4B 78A24F33 5CD0847A 6FC5C275 77783BA8
80041FBB	8046E9D5 7E14E8E9 5CFBEC12 049ABB89 7EE0AE0C 58BCEADB 5B6D33B6
7D014D46	7C2083E6 7CCCC5DB 799952AD 7EFB76BD 7E745AA9 79676820
8022B987	7525817F 0AE08AB9 806A613C 80F66F9A 7E1B495B 8096C0E7 7F4FC3AC 6D893A4C 80284E56 75F553FE 79251AFE 80828A75 781E544C 7657A8D6 7D142352 7EE7CD20 02F31BD4 7EF7CBD9 052D1CE2 7E09476E 5CFBEC12 7B9A0ED1 70510ADC 816169B6 5BB36109 7AA8491C 7E1B9796 7EFB0E2A 778C1DF5 7F9E0AF1 7C9A7F9B 7D1E6CC2 7818D622 80C42B18 5F6BCBE9
7DE8A75A	5E114924 804AFB07 7BB0E5DC
7F3716D8	76E01420 7C1827A8 02F28E09
7E038D8E	7BB128AB 583E6C58 798AA8C4 7780CF76 7CF178A0
803809E0	0150A67B 7D6684C2 7E81D792 7F43B5EE 77333D7F
7E3AEEEF	7C9E579F 583CC201 69140102 7EE9B230 7D9FB073 7D47A3AB 0B6E7E46 73F3C6F5 7B5FEB41 7B6463ED 7FF6691C 5D43BB38 7FB604EE 0463DAF8 7D4CC556
7A167FCB	78666965 75E1FEA6 02674883 08F36229 7E037E27 7BE52EB3 08417572 5DDE0AC2
7ABD5242	7DCB2CDF
7D30D2C1	7E128C40 7E819534 7D72624E 7EFBE010 7F724BA3 79091AE9
7E03062D	80F72544 5CFBEC12
7EC4674D	7F43E0FF 753F0EA1 7D5C90A1
7FC57323	5A16030C 7E11D655 80C79F7C 7E18C53A 80C07903 7D12F90B
